path,sidecar_path,declared_sha256,worktree_sha256,canonical_lf_sha256,declared_matches_worktree_bytes,note
data/review/core-review-key.csv,data/review/core-review-key.csv.sha256,67bf76780ebfc69b9df4c4b636a6ec873d1a612053e0b0ed6eed5d72c927c638,67bf76780ebfc69b9df4c4b636a6ec873d1a612053e0b0ed6eed5d72c927c638,d7b19c7b4cf5211073afb576389dd4695b47fb4156735044e38f2cebd719f2b2,yes,Historical sidecars are byte-level hashes and may differ across checkouts when line-ending conversion changes the working-tree bytes. Canonical LF hashes and Git blob IDs are recorded separately.
data/review/core-review-packet.json,data/review/core-review-packet.json.sha256,17746841e0f3c0dcd504f2353e27d8553cc2ad714f1f4fc039121d04595fa25b,17746841e0f3c0dcd504f2353e27d8553cc2ad714f1f4fc039121d04595fa25b,059ee0f89e853623e0da2112b3628f38eb54f62f83bd2f257c6fb16ab1b63942,yes,Historical sidecars are byte-level hashes and may differ across checkouts when line-ending conversion changes the working-tree bytes. Canonical LF hashes and Git blob IDs are recorded separately.
